StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0.00,Q0.01,Q0.2,Q0.0.2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,PROLIFIC_PID,FL_5_DO
2022-11-23 11:58:32,2022-11-23 11:59:31,IP Address,163.116.133.153,100,58,True,2022-11-23 11:59:32,R_3O7jrINQAiGfFbT,,,,,41.8874,-87.6318,anonymous,EN,"Yes, I consent","Yes, I commit",,5d05767056e71d001863ef54,Other,Working from an office,Working from home,Working from home,None at all,A moderate amount,None at all,Not at all important,Extremely important,1 Day,5d05767056e71d001863ef54,ControlBlock
2022-11-23 11:58:24,2022-11-23 11:59:51,IP Address,45.24.132.198,100,86,True,2022-11-23 11:59:51,R_1Nt65Es0GFvtTT0,,,,,33.7408,-84.2632,anonymous,EN,"Yes, I consent","Yes, I commit",611ff6cc935b6de3fff0b896,,Other,Working from an office,Working from home,Working from home,None at all,A great deal,A lot,Not at all important,Extremely important,1 Day,611ff6cc935b6de3fff0b896,TreatmentBlock
2022-11-23 11:59:21,2022-11-23 12:00:19,IP Address,24.118.177.148,100,58,True,2022-11-23 12:00:20,R_1lyp8kZQ7rHCKzx,,,,,44.9764,-93.224,anonymous,EN,"Yes, I consent","Yes, I commit",,5c57631a47a04100010da795,Other,Working from an office,Working from home,Working from home,A lot,A little,A little,Slightly important,Very important,1 Day,5c57631a47a04100010da795,ControlBlock
2022-11-23 11:59:01,2022-11-23 12:00:25,IP Address,136.36.227.247,100,84,True,2022-11-23 12:00:26,R_UMAZwa0BFS9eZ5T,,,,,40.7406,-111.823,anonymous,EN,"Yes, I consent","Yes, I commit",5e5c9623d3e2d3475fea5cff,,Other,Working from an office,Working from home,Working from an office,A little,A little,A moderate amount,Not at all important,Slightly important,3 Days,5e5c9623d3e2d3475fea5cff,TreatmentBlock
2022-11-23 11:59:19,2022-11-23 12:00:27,IP Address,208.87.234.180,100,68,True,2022-11-23 12:00:28,R_299YG87RrbJlpix,,,,,37.751,-97.822,anonymous,EN,"Yes, I consent","Yes, I commit",,5fa2050042e91e3c2bae0ec2,Manufacturing,Working from an office,Working from home,Other,A moderate amount,A moderate amount,A moderate amount,Moderately important,Slightly important,3 Days,5fa2050042e91e3c2bae0ec2,ControlBlock
2022-11-23 11:59:52,2022-11-23 12:00:38,IP Address,172.114.198.172,100,46,True,2022-11-23 12:00:39,R_USeJmEPaTj2oNwZ,,,,,33.7399,-117.0151,anonymous,EN,"Yes, I consent","Yes, I commit",,5d05417d1a34960016e7457a,Technology,Working from home,Working from home,Working from home,None at all,A little,A little,Slightly important,Extremely important,5 Days,5d05417d1a34960016e7457a,ControlBlock
2022-11-23 11:59:41,2022-11-23 12:00:40,IP Address,24.207.208.190,100,58,True,2022-11-23 12:00:40,R_eKzTCFk3FtwPWBr,,,,,38.5753,-90.2651,anonymous,EN,"Yes, I consent","Yes, I commit",5ad13714a010190001b35d66,,Technology,Working from an office,Working from home,Working from home,None at all,None at all,None at all,Not at all important,Extremely important,1 Day,5ad13714a010190001b35d66,TreatmentBlock
2022-11-23 11:59:51,2022-11-23 12:01:01,IP Address,99.67.113.227,100,70,True,2022-11-23 12:01:02,R_1IN2PKUXgw6zBLz,,,,,33.1494,-96.828,anonymous,EN,"Yes, I consent","Yes, I commit",56333f762840d2000a22e4a3,,Technology,Working from home,Working from home,Working from home,A little,A moderate amount,A moderate amount,Slightly important,Very important,2 Days,56333f762840d2000a22e4a3,TreatmentBlock
2022-11-23 12:00:20,2022-11-23 12:01:22,IP Address,24.15.67.247,100,61,True,2022-11-23 12:01:22,R_2Vw2ITUkkJILxEd,,,,,42.1047,-87.7566,anonymous,EN,"Yes, I consent","Yes, I commit",5d548912e1c7130018e019dc,,Technology,Working from an office,Working from home,Working from home,A little,A moderate amount,A moderate amount,Slightly important,Very important,1 Day,5d548912e1c7130018e019dc,TreatmentBlock
2022-11-23 11:59:10,2022-11-23 12:01:28,IP Address,67.149.129.236,100,138,True,2022-11-23 12:01:28,R_3G6sEiPaccjsvNh,,,,,42.5597,-83.1138,anonymous,EN,"Yes, I consent","Yes, I commit",604243ad9743df09e0f72587,,Manufacturing,Working from an office,Working from home,Working from home,None at all,A moderate amount,A great deal,Slightly important,Very important,1 Day,604243ad9743df09e0f72587,TreatmentBlock
2022-11-23 12:00:43,2022-11-23 12:01:33,IP Address,170.154.57.25,100,50,True,2022-11-23 12:01:34,R_3j29jcuwB22O43r,,,,,42.0857,-70.999,anonymous,EN,"Yes, I consent","Yes, I commit",5ae11f9709eae20001132c22,,Other,Working from an office,Working from home,Working from home,None at all,A little,A lot,Not at all important,Moderately important,1 Day,5ae11f9709eae20001132c22,TreatmentBlock
2022-11-23 11:59:54,2022-11-23 12:01:35,IP Address,75.187.98.240,100,100,True,2022-11-23 12:01:35,R_cCMLmNiBLFk0boB,,,,,39.7184,-82.6073,anonymous,EN,"Yes, I consent","Yes, I commit",,5e6982499d7ba9245e58262a,Healthcare,Working from an office,Working from home,Working from home,A great deal,None at all,None at all,Slightly important,Extremely important,1 Day,5e6982499d7ba9245e58262a,ControlBlock
2022-11-23 12:00:53,2022-11-23 12:01:36,IP Address,207.255.222.37,100,42,True,2022-11-23 12:01:36,R_3iqcL5AKu7bY5JZ,,,,,39.5995,-78.8461,anonymous,EN,"Yes, I consent","Yes, I commit",,5aeeb4903c80f200013af2ed,Other,Working from an office,Working from home,Working from home,A great deal,None at all,None at all,Not at all important,Not at all important,1 Day,5aeeb4903c80f200013af2ed,ControlBlock
2022-11-23 12:00:43,2022-11-23 12:01:47,IP Address,71.28.93.198,100,64,True,2022-11-23 12:01:48,R_2YtEiYa9iVR9iO0,,,,,34.9251,-80.7278,anonymous,EN,"Yes, I consent","Yes, I commit",,5e176b2163c7a407ce2f02a1,Education,Working from home,Working from home,Working from home,A lot,A lot,A great deal,Moderately important,Slightly important,2 Days,5e176b2163c7a407ce2f02a1,ControlBlock
2022-11-23 12:01:13,2022-11-23 12:01:49,IP Address,47.188.130.214,100,35,True,2022-11-23 12:01:49,R_33pTefC4tIMThm7,,,,,32.9993,-96.8346,anonymous,EN,"Yes, I consent","Yes, I commit",,62838cdc775f6094ddf0664b,Technology,Working from an office,Working from home,Working from home,None at all,A moderate amount,None at all,Not at all important,Extremely important,1 Day,62838cdc775f6094ddf0664b,ControlBlock
2022-11-23 12:01:00,2022-11-23 12:01:55,IP Address,24.168.238.77,100,54,True,2022-11-23 12:01:56,R_VUPg3gdt9QbCnL3,,,,,33.8734,-78.6493,anonymous,EN,"Yes, I consent","Yes, I commit",55a06b7afdf99b26ce7c5582,,Technology,Working from home,Working from home,Working from home,A great deal,None at all,None at all,Not at all important,Extremely important,1 Day,55a06b7afdf99b26ce7c5582,TreatmentBlock
2022-11-23 12:01:07,2022-11-23 12:02:03,IP Address,74.111.36.232,100,56,True,2022-11-23 12:02:04,R_VWG6Q406MPUFFBf,,,,,43.1115,-76.1834,anonymous,EN,"Yes, I consent","Yes, I commit",5da9fec949bab300155afb7f,,Healthcare,Working from home,Working from home,Working from home,A great deal,A great deal,A moderate amount,Not at all important,Extremely important,1 Day,5da9fec949bab300155afb7f,TreatmentBlock
2022-11-23 12:01:30,2022-11-23 12:03:03,IP Address,24.44.200.42,100,92,True,2022-11-23 12:03:04,R_1dvrZrx108ZNz14,,,,,40.6981,-73.7045,anonymous,EN,"Yes, I consent","Yes, I commit",5dcefcd0307b8d05031d7264,,Other,Working from home,Working from home,Working from home,A little,A little,A little,Not at all important,Extremely important,1 Day,5dcefcd0307b8d05031d7264,TreatmentBlock
2022-11-23 12:01:55,2022-11-23 12:03:33,IP Address,69.49.66.121,100,97,True,2022-11-23 12:03:33,R_tPpWV4dl9XnBcf7,,,,,41.4319,-91.0485,anonymous,EN,"Yes, I consent","Yes, I commit",,6272ae90bcc3709d723d1d2b,Healthcare,Working from an office,Working from home,Working from home,None at all,A great deal,A lot,Not at all important,Extremely important,1 Day,6272ae90bcc3709d723d1d2b,ControlBlock
2022-11-23 12:02:05,2022-11-23 12:03:51,IP Address,76.33.168.121,100,106,True,2022-11-23 12:03:51,R_AMcvlRnRnnzC7ct,,,,,34.1994,-118.5972,anonymous,EN,"Yes, I consent","Yes, I commit",,6091b418d1cddb4526a44543,Other,Working from an office,Working from home,Working from home,None at all,A moderate amount,A little,Slightly important,Moderately important,1 Day,6091b418d1cddb4526a44543,ControlBlock
2022-11-23 12:03:18,2022-11-23 12:04:21,IP Address,67.3.135.249,100,62,True,2022-11-23 12:04:22,R_3fCcc1xgndy0OZY,,,,,41.2884,-95.9972,anonymous,EN,"Yes, I consent","Yes, I commit",,60789e0374c40003064855c1,Healthcare,Working from an office,Working from home,Working from home,None at all,A moderate amount,A lot,Slightly important,Very important,1 Day,60789e0374c40003064855c1,ControlBlock
2022-11-23 12:03:30,2022-11-23 12:04:30,IP Address,172.56.88.220,100,60,True,2022-11-23 12:04:31,R_2OTh3TZfiXXKvZW,,,,,29.5359,-98.4943,anonymous,EN,"Yes, I consent","Yes, I commit",,6068f6b46ca5311c045943f9,Hospitality,Working from an office,Working from an office,Working from home,None at all,None at all,None at all,Not at all important,Not at all important,3 Days,6068f6b46ca5311c045943f9,ControlBlock
2022-11-23 12:03:57,2022-11-23 12:04:50,IP Address,98.248.93.102,100,52,True,2022-11-23 12:04:50,R_33gs4krAWqXv9XU,,,,,37.3479,-121.8527,anonymous,EN,"Yes, I consent","Yes, I commit",631bf96cdf83ffb8f4a7fab8,,Technology,Working from an office,Working from home,Working from home,A lot,A lot,A great deal,Moderately important,Moderately important,2 Days,631bf96cdf83ffb8f4a7fab8,TreatmentBlock
2022-11-23 12:03:45,2022-11-23 12:05:05,IP Address,73.161.247.123,100,79,True,2022-11-23 12:05:05,R_DVp70AFK7pivgad,,,,,42.6449,-83.4036,anonymous,EN,"Yes, I consent","Yes, I commit",58ac91c38bf22a00015b91b3,,Technology,Working from home,Working from home,Working from home,A little,A great deal,A great deal,Moderately important,Moderately important,2 Days,58ac91c38bf22a00015b91b3,TreatmentBlock
2022-11-23 12:03:49,2022-11-23 12:05:27,IP Address,139.55.112.96,100,97,True,2022-11-23 12:05:27,R_6uo1m7k6ApbNA3L,,,,,37.1504,-84.5228,anonymous,EN,"Yes, I consent","Yes, I commit",5de32329b5bed7350391666c,,Manufacturing,Working from an office,Working from home,Working from an office,None at all,A little,A great deal,Not at all important,Very important,2 Days,5de32329b5bed7350391666c,TreatmentBlock
2022-11-23 12:04:44,2022-11-23 12:05:45,IP Address,108.20.112.11,100,61,True,2022-11-23 12:05:45,R_23fqKEWxBSjSSYG,,,,,42.2904,-71.0712,anonymous,EN,"Yes, I consent","Yes, I commit",,5d48fcc5643eb80001fb43fa,Media,Working from an office,Working from an office,Working from an office,A moderate amount,A lot,A great deal,Moderately important,Moderately important,3 Days,5d48fcc5643eb80001fb43fa,ControlBlock
2022-11-23 12:04:52,2022-11-23 12:05:54,IP Address,24.56.247.88,100,61,True,2022-11-23 12:05:54,R_1DNhKU8PjTx6NUa,,,,,47.6137,-122.3104,anonymous,EN,"Yes, I consent","Yes, I commit",6010d8a55ccbc64789fcbd03,,Technology,Working from home,Working from home,Working from home,A great deal,A little,A little,Not at all important,Extremely important,1 Day,6010d8a55ccbc64789fcbd03,TreatmentBlock
2022-11-23 12:05:58,2022-11-23 12:06:32,IP Address,104.136.176.178,100,34,True,2022-11-23 12:06:33,R_33jPFxI12OiAS8e,,,,,28.3159,-80.7292,anonymous,EN,"Yes, I consent","Yes, I commit",5e23b44828b7b6649cc848c1,,Manufacturing,Working from an office,Working from an office,Working from an office,A moderate amount,A lot,A lot,Moderately important,Slightly important,5 Days,5e23b44828b7b6649cc848c1,TreatmentBlock
2022-11-23 12:05:47,2022-11-23 12:06:49,IP Address,108.234.23.100,100,61,True,2022-11-23 12:06:49,R_2qsdeNQR3dyLiJE,,,,,32.988,-96.6884,anonymous,EN,"Yes, I consent","Yes, I commit",5f4f12010c816616c12ab29d,,Other,Working from an office,Working from home,Working from home,None at all,A moderate amount,A moderate amount,Not at all important,Very important,1 Day,5f4f12010c816616c12ab29d,TreatmentBlock
2022-11-23 12:04:53,2022-11-23 12:06:53,IP Address,24.17.213.246,100,119,True,2022-11-23 12:06:53,R_2YwSJQfdM4mkOzN,,,,,47.5079,-122.1773,anonymous,EN,"Yes, I consent","Yes, I commit",,6056962634a5230dacdb63fc,Technology,Working from an office,Other,Working from an office,A little,A moderate amount,A moderate amount,Moderately important,Moderately important,3 Days,6056962634a5230dacdb63fc,ControlBlock
2022-11-23 12:06:12,2022-11-23 12:06:57,IP Address,96.236.226.84,100,44,True,2022-11-23 12:06:57,R_1dvktEyHaJpxR4J,,,,,40.4325,-79.863,anonymous,EN,"Yes, I consent","Yes, I commit",,5fc521555cd05b000cfe0998,Healthcare,Other,Working from home,Working from home,None at all,A moderate amount,None at all,Not at all important,Extremely important,1 Day,5fc521555cd05b000cfe0998,ControlBlock
2022-11-23 12:05:57,2022-11-23 12:06:57,IP Address,173.88.98.197,100,59,True,2022-11-23 12:06:57,R_1OVwAdNh35PSdM5,,,,,40.1149,-82.9054,anonymous,EN,"Yes, I consent","Yes, I commit",,6319700023a7933cecc08b06,Manufacturing,Working from an office,Working from home,Other,None at all,A moderate amount,A lot,Slightly important,Very important,1 Day,6319700023a7933cecc08b06,ControlBlock
2022-11-23 12:05:59,2022-11-23 12:06:59,IP Address,107.77.224.211,100,59,True,2022-11-23 12:06:59,R_1K12Dn67SU1lWiI,,,,,40.8,-73.9763,anonymous,EN,"Yes, I consent","Yes, I commit",,5e7027c5a2522d000bddb8f3,Healthcare,Working from an office,Working from home,Working from an office,A little,A moderate amount,A great deal,Moderately important,Very important,2 Days,5e7027c5a2522d000bddb8f3,ControlBlock
2022-11-23 12:06:37,2022-11-23 12:07:17,IP Address,73.189.186.35,100,40,True,2022-11-23 12:07:18,R_vNeUtXqsjZbljkR,,,,,37.3372,-121.798,anonymous,EN,"Yes, I consent","Yes, I commit",58c518d7b101a70001293900,,Technology,Working from home,Working from home,Working from home,None at all,A great deal,A great deal,Very important,Slightly important,3 Days,58c518d7b101a70001293900,TreatmentBlock
2022-11-23 12:06:05,2022-11-23 12:07:20,IP Address,71.80.120.137,100,74,True,2022-11-23 12:07:20,R_3fphvv3Rb67LU1G,,,,,41.6329,-72.2387,anonymous,EN,"Yes, I consent","Yes, I commit",5a35ecbf57d4450001236fd3,,Transportation,Other,Other,Working from home,A little,A little,A lot,Slightly important,Slightly important,2 Days,5a35ecbf57d4450001236fd3,TreatmentBlock
2022-11-23 12:06:26,2022-11-23 12:07:28,IP Address,174.197.41.121,100,61,True,2022-11-23 12:07:28,R_3oN5stZWspxqDlv,,,,,30.4548,-97.7664,anonymous,EN,"Yes, I consent","Yes, I commit",5d226b35d75330001c7a3d95,,Manufacturing,Working from an office,Working from an office,Working from an office,None at all,A little,A little,Slightly important,Very important,1 Day,5d226b35d75330001c7a3d95,TreatmentBlock
2022-11-23 12:06:28,2022-11-23 12:07:50,IP Address,23.123.217.122,100,82,True,2022-11-23 12:07:52,R_3DtlKH1q0jgv92J,,,,,26.4554,-80.0755,anonymous,EN,"Yes, I consent","Yes, I commit",,63324d2a4e2f02e22d86bbb2,Other,Working from an office,Working from home,Working from home,A moderate amount,A lot,A great deal,Moderately important,Very important,2 Days,63324d2a4e2f02e22d86bbb2,ControlBlock
2022-11-23 12:06:34,2022-11-23 12:07:57,IP Address,98.222.228.92,100,82,True,2022-11-23 12:07:57,R_1pW4cvMOvctE6eN,,,,,41.7057,-88.1946,anonymous,EN,"Yes, I consent","Yes, I commit",,61522d0491dd847aa72155ed,Media,Working from an office,Working from home,Working from home,None at all,A little,A moderate amount,Slightly important,Extremely important,1 Day,61522d0491dd847aa72155ed,ControlBlock
2022-11-23 12:06:55,2022-11-23 12:08:24,IP Address,72.241.44.88,100,89,True,2022-11-23 12:08:24,R_1puskaSZPVJq1Rw,,,,,41.7088,-83.6053,anonymous,EN,"Yes, I consent","Yes, I commit",6154c1748e0de2c3afdab62c,,Technology,Working from home,Working from home,Working from home,A little,A little,A moderate amount,Slightly important,Very important,1 Day,6154c1748e0de2c3afdab62c,TreatmentBlock
2022-11-23 12:08:01,2022-11-23 12:08:39,IP Address,99.95.120.39,100,37,True,2022-11-23 12:08:39,R_3DwDWlHsuZQ6Utr,,,,,36.3519,-94.2197,anonymous,EN,"Yes, I consent","Yes, I commit",,631813267e7e782d6759550b,Media,Working from home,Working from home,Working from home,A little,A little,A lot,Slightly important,Moderately important,3 Days,631813267e7e782d6759550b,ControlBlock
2022-11-23 12:05:15,2022-11-23 12:08:48,IP Address,75.84.114.212,100,212,True,2022-11-23 12:08:48,R_3hxusx7rpNMeuqC,,,,,33.9212,-118.1424,anonymous,EN,"Yes, I consent","Yes, I commit",,5d094021c79e5a001a796b43,Healthcare,Working from an office,Working from home,Working from an office,A lot,A great deal,A great deal,Very important,Not at all important,5 Days,5d094021c79e5a001a796b43,ControlBlock
2022-11-23 12:07:43,2022-11-23 12:08:49,IP Address,23.240.0.21,100,66,True,2022-11-23 12:08:50,R_24MiesJ0xDJBsMz,,,,,33.9168,-118.3432,anonymous,EN,"Yes, I consent","Yes, I commit",56f2319af2df32000d8fb1a4,,Technology,Working from home,Working from home,Working from home,None at all,A lot,A lot,Slightly important,Very important,1 Day,56f2319af2df32000d8fb1a4,TreatmentBlock
2022-11-23 12:07:47,2022-11-23 12:08:54,IP Address,174.57.2.167,100,66,True,2022-11-23 12:08:54,R_2sZQwXXVrq4WYgs,,,,,40.8566,-74.8389,anonymous,EN,"Yes, I consent","Yes, I commit",,5e45db9c36b2e20888a64f5f,Other,Working from home,Working from home,Working from an office,None at all,None at all,None at all,Not at all important,Extremely important,5 Days,5e45db9c36b2e20888a64f5f,ControlBlock
2022-11-23 12:08:15,2022-11-23 12:09:00,IP Address,66.170.77.3,100,44,True,2022-11-23 12:09:00,R_12sAqSLOs2FNDp3,,,,,42.5977,-88.753,anonymous,EN,"Yes, I consent","Yes, I commit",5ade0203066c510001d42abf,,Manufacturing,Working from an office,Other,Other,A little,A lot,A moderate amount,Slightly important,Slightly important,3 Days,5ade0203066c510001d42abf,TreatmentBlock
2022-11-23 12:08:31,2022-11-23 12:09:43,IP Address,47.185.133.24,100,71,True,2022-11-23 12:09:44,R_1pW0e9WhKLpVsHD,,,,,33.0391,-97.0764,anonymous,EN,"Yes, I consent","Yes, I commit",,630cdc7407755279459f65cc,Technology,Working from home,Working from home,Working from home,A great deal,A moderate amount,A moderate amount,Slightly important,Moderately important,1 Day,630cdc7407755279459f65cc,ControlBlock
2022-11-23 12:08:32,2022-11-23 12:09:47,IP Address,73.59.199.172,100,75,True,2022-11-23 12:09:48,R_40lExoDLBosJf8Z,,,,,35.0984,-89.9813,anonymous,EN,"Yes, I consent","Yes, I commit",55e7c36c41988f001275d752,,Other,Working from an office,Working from home,Working from an office,A moderate amount,A lot,A great deal,Moderately important,Moderately important,2 Days,55e7c36c41988f001275d752,TreatmentBlock
2022-11-23 12:08:44,2022-11-23 12:09:51,IP Address,172.58.63.206,100,67,True,2022-11-23 12:09:51,R_3hcJF33nq10rk7W,,,,,39.7388,-104.9868,anonymous,EN,"Yes, I consent","Yes, I commit",,5f21dc69e337a642249401af,Other,Working from an office,Working from home,Working from an office,None at all,A little,A lot,Slightly important,Extremely important,1 Day,5f21dc69e337a642249401af,ControlBlock
2022-11-23 12:08:27,2022-11-23 12:10:06,IP Address,73.36.124.24,100,99,True,2022-11-23 12:10:06,R_2dRzs08I7U1uzqF,,,,,42.0128,-88.0967,anonymous,EN,"Yes, I consent","Yes, I commit",60660870280f2b522cc3214b,,Technology,Other,Working from an office,Working from an office,A little,A moderate amount,A moderate amount,Moderately important,Moderately important,2 Days,60660870280f2b522cc3214b,TreatmentBlock
2022-11-23 12:09:23,2022-11-23 12:10:16,IP Address,24.179.193.101,100,52,True,2022-11-23 12:10:16,R_eJOIkgdnDkp9yAV,,,,,45.5428,-94.1871,anonymous,EN,"Yes, I consent","Yes, I commit",5ffc9218eb4ab30bbeb6c301,,Technology,Working from an office,Working from home,Working from home,None at all,A moderate amount,A little,Slightly important,Extremely important,1 Day,5ffc9218eb4ab30bbeb6c301,TreatmentBlock
2022-11-23 12:02:58,2022-11-23 12:10:20,IP Address,75.83.134.130,100,442,True,2022-11-23 12:10:21,R_1F4dHOxoBVuPImq,,,,,33.9993,-118.2868,anonymous,EN,"Yes, I consent","Yes, I commit",5fb0a3d6a8e4224b973e750b,,Other,Working from home,Working from home,Working from home,A lot,A lot,A lot,Moderately important,Extremely important,5 Days,5fb0a3d6a8e4224b973e750b,TreatmentBlock
2022-11-23 12:02:22,2022-11-23 12:10:42,IP Address,72.219.78.66,100,499,True,2022-11-23 12:10:43,R_2ZUjHwbbO5jI06A,,,,,33.6128,-117.6622,anonymous,EN,"Yes, I consent","Yes, I commit",5b894987e79bf50001e1ff95,,Education,Working from an office,Working from home,Working from home,None at all,A little,A moderate amount,Slightly important,Extremely important,1 Day,5b894987e79bf50001e1ff95,TreatmentBlock
2022-11-23 12:08:24,2022-11-23 12:10:44,IP Address,32.132.12.38,100,139,True,2022-11-23 12:10:44,R_sI4fzPdRq4iL8C5,,,,,31.8977,-96.7078,anonymous,EN,"Yes, I consent","Yes, I commit",,63625293f294f7d242d70c10,Technology,Working from an office,Working from an office,Working from home,A moderate amount,A moderate amount,A moderate amount,Moderately important,Moderately important,5 Days,63625293f294f7d242d70c10,ControlBlock
2022-11-23 12:09:24,2022-11-23 12:10:45,IP Address,73.147.60.32,100,80,True,2022-11-23 12:10:46,R_wYMmdkoC144jyPT,,,,,37.4386,-79.208,anonymous,EN,"Yes, I consent","Yes, I commit",5f24b0fc546c5a0c3c2e43b6,,Other,Working from an office,Working from home,Working from home,A moderate amount,A little,A little,Slightly important,Moderately important,5 Days,5f24b0fc546c5a0c3c2e43b6,TreatmentBlock
2022-11-23 12:09:52,2022-11-23 12:10:47,IP Address,162.207.48.79,100,55,True,2022-11-23 12:10:48,R_3jViFNP8A6ISADj,,,,,34.9274,-82.3186,anonymous,EN,"Yes, I consent","Yes, I commit",62ef8372cd41d2893d237b6b,,Other,Working from an office,Working from home,Working from home,None at all,A little,A moderate amount,Slightly important,Very important,1 Day,62ef8372cd41d2893d237b6b,TreatmentBlock
2022-11-23 12:09:30,2022-11-23 12:10:48,IP Address,71.46.225.86,100,77,True,2022-11-23 12:10:49,R_1gvUck0Z38zikIW,,,,,28.5531,-81.7597,anonymous,EN,"Yes, I consent","Yes, I commit",,569298838d93fe000dfa033c,Education,Working from an office,Working from home,Working from home,A little,A little,A moderate amount,Slightly important,Moderately important,1 Day,569298838d93fe000dfa033c,ControlBlock
2022-11-23 12:10:31,2022-11-23 12:11:34,IP Address,97.82.242.255,100,63,True,2022-11-23 12:11:35,R_3ek4usGqSzYdWWO,,,,,35.6509,-81.2391,anonymous,EN,"Yes, I consent","Yes, I commit",,55aeb059fdf99b5dac7fa5f5,Technology,Working from an office,Working from home,Working from an office,A little,A moderate amount,A lot,Moderately important,Slightly important,3 Days,55aeb059fdf99b5dac7fa5f5,ControlBlock
2022-11-23 12:10:31,2022-11-23 12:11:35,IP Address,174.213.227.174,100,64,True,2022-11-23 12:11:36,R_1dgBj86Z7S4sQvi,,,,,44.9427,-93.2871,anonymous,EN,"Yes, I consent","Yes, I commit",,5ac440da9534ba0001c736da,Entertainment,Working from home,Working from home,Other,None at all,A little,A great deal,Slightly important,Very important,1 Day,5ac440da9534ba0001c736da,ControlBlock
2022-11-23 12:09:57,2022-11-23 12:11:45,IP Address,172.56.241.120,100,107,True,2022-11-23 12:11:45,R_3Jbn8YGygoqmvTP,,,,,32.7104,-117.0528,anonymous,EN,"Yes, I consent","Yes, I commit",610992345dff3a5180a13714,,Healthcare,Working from home,Working from home,Working from home,None at all,A little,A little,Not at all important,Very important,1 Day,610992345dff3a5180a13714,TreatmentBlock
2022-11-23 12:08:55,2022-11-23 12:11:58,IP Address,128.255.229.150,100,183,True,2022-11-23 12:11:59,R_6YBiBjqdC1HEmEF,,,,,41.608,-90.368,anonymous,EN,"Yes, I consent","Yes, I commit",,5de8918e93203f7fb20ce304,Healthcare,Working from an office,Working from an office,Working from an office,A moderate amount,A lot,A great deal,Very important,Extremely important,2 Days,5de8918e93203f7fb20ce304,ControlBlock
2022-11-23 12:11:08,2022-11-23 12:12:02,IP Address,174.84.11.121,100,53,True,2022-11-23 12:12:02,R_RXOWq9HAyCCdmqB,,,,,43.642,-84.2673,anonymous,EN,"Yes, I consent","Yes, I commit",5f9b6cc0e01ad13902b38f60,,Manufacturing,Working from an office,Working from home,Working from home,None at all,None at all,None at all,Not at all important,Very important,2 Days,5f9b6cc0e01ad13902b38f60,TreatmentBlock
2022-11-23 12:10:28,2022-11-23 12:12:19,IP Address,63.155.69.234,100,110,True,2022-11-23 12:12:19,R_3qmbKmjOtiDLS4N,,,,,44.0991,-123.1371,anonymous,EN,"Yes, I consent","Yes, I commit",5c660497076e4e0001290b6c,,Other,Working from home,Working from home,Working from home,A lot,A lot,A lot,Not at all important,Extremely important,5 Days,5c660497076e4e0001290b6c,TreatmentBlock
2022-11-23 12:11:58,2022-11-23 12:12:50,IP Address,98.10.119.144,100,52,True,2022-11-23 12:12:51,R_3RedbEDH54Mhewg,,,,,43.0747,-77.5181,anonymous,EN,"Yes, I consent","Yes, I commit",,5eaf1a2c649fd108284c2b5f,Other,Working from home,Working from home,Working from home,None at all,A moderate amount,A moderate amount,Slightly important,Moderately important,2 Days,5eaf1a2c649fd108284c2b5f,ControlBlock
2022-11-23 12:11:51,2022-11-23 12:12:52,IP Address,172.58.140.121,100,60,True,2022-11-23 12:12:52,R_211CSG8RNfcwSAZ,,,,,41.85,-87.7165,anonymous,EN,"Yes, I consent","Yes, I commit",5dee44454d7bea4e3f4b44a6,,Manufacturing,Working from an office,Working from home,Working from home,None at all,A little,A little,Slightly important,Moderately important,2 Days,5dee44454d7bea4e3f4b44a6,TreatmentBlock
2022-11-23 12:11:36,2022-11-23 12:12:57,IP Address,45.36.165.238,100,81,True,2022-11-23 12:12:58,R_1hXuUSp7BAMAj1T,,,,,36.002,-80.0004,anonymous,EN,"Yes, I consent","Yes, I commit",,599314b360937e0001899338,Education,Working from an office,Working from an office,Working from an office,A moderate amount,A lot,A lot,Moderately important,Slightly important,4 Days,599314b360937e0001899338,ControlBlock
2022-11-23 12:10:27,2022-11-23 12:13:01,IP Address,73.135.156.103,100,153,True,2022-11-23 12:13:01,R_2zOah34E5Oah9qm,,,,,39.5693,-76.9869,anonymous,EN,"Yes, I consent","Yes, I commit",5bf8f34abdd6400001bd5e66,,Media,Other,Working from an office,Working from an office,A lot,A great deal,A great deal,Extremely important,Slightly important,4 Days,5bf8f34abdd6400001bd5e66,TreatmentBlock
2022-11-23 12:10:04,2022-11-23 12:13:02,IP Address,74.195.229.44,100,178,True,2022-11-23 12:13:02,R_ys9eDkXzStwu5cl,,,,,36.1369,-97.0631,anonymous,EN,"Yes, I consent","Yes, I commit",,6005c0af8593c40dcad4aecf,Media,Working from home,Working from home,Working from home,None at all,None at all,None at all,Slightly important,Extremely important,1 Day,6005c0af8593c40dcad4aecf,ControlBlock
